season,id,name,short_name,description,home_team,away_team,toss_won,decision,1st_inning_score,2nd_inning_score,home_score,away_score,winner,result,start_date,end_date,venue_id,venue_name,home_captain,away_captain,pom,points,super_over,home_overs,home_runs,home_wickets,home_boundaries,away_overs,away_runs,away_wickets,away_boundaries,total_boundaries,2nd_in_win
2020,1216494,Kolkata Knight Riders v Royal Challengers Bangalore,KKR v RCB,"39th Match (N), Indian Premier League at Abu Dhabi, Oct 21 2020",KKR,RCB,KKR,BAT FIRST,84/8,85/2,84/8,85/2,RCB,RCB won by 8 wickets,2020-10-21T14:00Z,2020-10-23T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Eoin Morgan,Virat Kohli,Mohammed Siraj,"Royal Challengers Bangalore 2, Kolkata Knight Riders 0",FALSE,20,84,8,8,13.3,85,2,11,19,TRUE
2020,1216518,Rajasthan Royals v Sunrisers Hyderabad,RR v SRH,"40th Match (N), Indian Premier League at Dubai (DSC), Oct 22 2020",RR,SRH,SRH,BOWL FIRST,154/6,156/2,154/6,156/2,SRH,Sunrisers won by 8 wickets,2020-10-22T14:00Z,2020-10-24T23:59Z,392627,Dubai International Cricket Stadium,Steven Smith,David Warner,Manish Pandey,None,FALSE,20,154,6,16,18.1,156,2,21,37,TRUE
2020,1216521,Chennai Super Kings v Mumbai Indians,CSK v MI,"41st Match (N), Indian Premier League at Sharjah, Oct 23 2020",CSK,MI,MI,BOWL FIRST,114/9,116/0,114/9,116/0,MI,Mum Indians won by 10 wickets,2020-10-23T14:00Z,2020-10-25T23:59Z,59392,Sharjah Cricket Stadium,MS Dhoni,Kieron Pollard,Trent Boult,"Mumbai Indians 2, Chennai Super Kings 0",FALSE,20,114,9,12,12.2,116,0,18,30,TRUE
2020,1216497,Kolkata Knight Riders v Delhi Capitals,KKR v DC,"42nd Match, Indian Premier League at Abu Dhabi, Oct 24 2020",KKR,DC,DC,BOWL FIRST,194/6,135/9,194/6,135/9,KKR,KKR won by 59 runs,2020-10-24T10:00Z,2020-10-26T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Eoin Morgan,Shreyas Iyer,Varun Chakravarthy,"Kolkata Knight Riders 2, Delhi Capitals 0",FALSE,20,194,6,30,20,135,9,14,44,FALSE
2020,1216498,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,"43rd Match (N), Indian Premier League at Dubai (DSC), Oct 24 2020",KXIP,SRH,SRH,BOWL FIRST,126/7,114,126/7,114,KXIP,Kings XI won by 12 runs,2020-10-24T14:00Z,2020-10-26T23:59Z,392627,Dubai International Cricket Stadium,KL Rahul,David Warner,Chris Jordan,"Kings XI Punjab 2, Sunrisers Hyderabad 0",FALSE,20,126,7,9,19.5,114,10,14,23,FALSE
2020,1216544,Royal Challengers Bangalore v Chennai Super Kings,RCB v CSK,"44th Match, Indian Premier League at Dubai (DSC), Oct 25 2020",RCB,CSK,RCB,BAT FIRST,145/6,150/2,145/6,150/2,CSK,Super Kings won by 8 wickets,2020-10-25T10:00Z,2020-10-27T23:59Z,392627,Dubai International Cricket Stadium,Virat Kohli,MS Dhoni,Ruturaj Gaikwad,"Chennai Super Kings 2, Royal Challengers Bangalore 0",FALSE,20,145,6,13,18.4,150,2,19,32,TRUE
2020,1216541,Rajasthan Royals v Mumbai Indians,RR v MI,"45th Match (N), Indian Premier League at Abu Dhabi, Oct 25 2020",RR,MI,MI,BAT FIRST,195/5,196/2,196/2,195/5,RR,Royals won by 8 wickets,2020-10-25T14:00Z,2020-10-27T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Steven Smith,Kieron Pollard,Ben Stokes,"Rajasthan Royals 2, Mumbai Indians 0",FALSE,18.2,196,2,28,20,195,5,26,54,TRUE
2020,1216520,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,"46th Match (N), Indian Premier League at Sharjah, Oct 26 2020",KKR,KXIP,KXIP,BOWL FIRST,149/9,150/2,149/9,150/2,KXIP,Kings XI won by 8 wickets,2020-10-26T14:00Z,2020-10-28T23:59Z,59392,Sharjah Cricket Stadium,Eoin Morgan,KL Rahul,Chris Gayle,"Kings XI Punjab 2, Kolkata Knight Riders 0",FALSE,20,149,9,20,18.5,150,2,21,41,TRUE
2020,1216524,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,"47th Match (N), Indian Premier League at Dubai (DSC), Oct 27 2020",SRH,DC,DC,BOWL FIRST,219/2,131,219/2,131,SRH,Sunrisers won by 88 runs,2020-10-27T14:00Z,2020-10-29T23:59Z,392627,Dubai International Cricket Stadium,David Warner,Shreyas Iyer,Wriddhiman Saha,"Sunrisers Hyderabad 2, Delhi Capitals 0",FALSE,20,219,2,30,19,131,10,16,46,FALSE
2020,1216499,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,"48th Match (N), Indian Premier League at Abu Dhabi, Oct 28 2020",MI,RCB,MI,BOWL FIRST,164/6,166/5,166/5,164/6,MI,Mum Indians won by 5 wickets,2020-10-28T14:00Z,2020-10-30T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Kieron Pollard,Virat Kohli,Suryakumar Yadav,"Mumbai Indians 2, Royal Challengers Bangalore 0",FALSE,19.1,166,5,22,20,164,6,24,46,TRUE
2020,1216536,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"49th Match (N), Indian Premier League at Dubai (DSC), Oct 29 2020",CSK,KKR,CSK,BOWL FIRST,172/5,178/4,178/4,172/5,CSK,Super Kings won by 6 wickets,2020-10-29T14:00Z,2020-10-31T23:59Z,392627,Dubai International Cricket Stadium,MS Dhoni,Eoin Morgan,Ruturaj Gaikwad,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,20,178,4,22,20,172,5,25,47,TRUE
2020,1216537,Kings XI Punjab v Rajasthan Royals,KXIP v RR,"50th Match (N), Indian Premier League at Abu Dhabi, Oct 30 2020",KXIP,RR,RR,BOWL FIRST,185/4,186/3,185/4,186/3,RR,Royals won by 7 wickets,2020-10-30T14:00Z,2020-11-01T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",KL Rahul,Steven Smith,Ben Stokes,"Rajasthan Royals 2, Kings XI Punjab 0",FALSE,20,185,4,23,17.3,186,3,27,50,TRUE
2020,1216535,Delhi Capitals v Mumbai Indians,DC v MI,"51st Match, Indian Premier League at Dubai (DSC), Oct 31 2020",DC,MI,MI,BOWL FIRST,110/9,111/1,110/9,111/1,MI,Mum Indians won by 9 wickets,2020-10-31T10:00Z,2020-11-02T23:59Z,392627,Dubai International Cricket Stadium,Shreyas Iyer,Kieron Pollard,Ishan Kishan,"Mumbai Indians 2, Delhi Capitals 0",FALSE,20,110,9,10,14.2,111,1,14,24,TRUE
2020,1216502,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,"52nd Match (N), Indian Premier League at Sharjah, Oct 31 2020",RCB,SRH,SRH,BOWL FIRST,120/7,121/5,120/7,121/5,SRH,Sunrisers won by 5 wickets,2020-10-31T14:00Z,2020-11-02T23:59Z,59392,Sharjah Cricket Stadium,Virat Kohli,David Warner,Sandeep Sharma,None,FALSE,20,120,7,10,14.1,121,5,15,25,TRUE
2020,1216506,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,"53rd Match, Indian Premier League at Abu Dhabi, Nov 1 2020",CSK,KXIP,CSK,BOWL FIRST,153/6,154/1,154/1,153/6,CSK,Super Kings won by 9 wickets,2020-11-01T10:00Z,2020-11-03T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",MS Dhoni,KL Rahul,Ruturaj Gaikwad,"Chennai Super Kings 2, Kings XI Punjab 0",FALSE,18.5,154,1,15,20,153,6,17,32,TRUE
2020,1216530,Kolkata Knight Riders v Rajasthan Royals,KKR v RR,"54th Match (N), Indian Premier League at Dubai (DSC), Nov 1 2020",KKR,RR,RR,BOWL FIRST,191/7,131/9,191/7,131/9,KKR,KKR won by 60 runs,2020-11-01T14:00Z,2020-11-03T23:59Z,392627,Dubai International Cricket Stadium,Eoin Morgan,Steven Smith,Pat Cummins,"Kolkata Knight Riders 2, Rajasthan Royals 0",FALSE,20,191,7,28,20,131,9,15,43,FALSE
2020,1216505,Delhi Capitals v Royal Challengers Bangalore,DC v RCB,"55th Match (N), Indian Premier League at Abu Dhabi, Nov 2 2020",DC,RCB,DC,BOWL FIRST,152/7,154/4,154/4,152/7,DC,Capitals won by 6 wickets,2020-11-02T14:00Z,2020-11-04T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Shreyas Iyer,Virat Kohli,Anrich Nortje,"Delhi Capitals 2, Royal Challengers Bangalore 0",FALSE,19,154,4,16,20,152,7,16,32,TRUE
2020,1216495,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,"56th Match (N), Indian Premier League at Sharjah, Nov 3 2020",SRH,MI,SRH,BOWL FIRST,149/8,151/0,151/0,149/8,SRH,Sunrisers won by 10 wickets,2020-11-03T14:00Z,2020-11-05T23:59Z,59392,Sharjah Cricket Stadium,David Warner,Rohit Sharma,Shahbaz Nadeem,"Sunrisers Hyderabad 2, Mumbai Indians 0",FALSE,17.1,151,0,19,20,149,8,18,37,TRUE
2020,1237177,Delhi Capitals v Mumbai Indians,DC v MI,"Qualifier 1 (N), Indian Premier League at Dubai (DSC), Nov 5 2020",DC,MI,DC,BOWL FIRST,200/5,143/8,143/8,200/5,MI,Mum Indians won by 57 runs,2020-11-05T14:00Z,2020-11-07T23:59Z,392627,Dubai International Cricket Stadium,Shreyas Iyer,Rohit Sharma,Jasprit Bumrah,None,FALSE,20,143,8,19,20,200,5,27,46,FALSE
2020,1237178,Royal Challengers Bangalore v Sunrisers Hyderabad,RCB v SRH,"Eliminator (N), Indian Premier League at Abu Dhabi, Nov 6 2020",RCB,SRH,SRH,BOWL FIRST,131/7,132/4,131/7,132/4,SRH,Sunrisers won by 6 wickets,2020-11-06T14:00Z,2020-11-08T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Virat Kohli,David Warner,Kane Williamson,None,FALSE,20,131,7,11,19.4,132,4,14,25,TRUE
2020,1237180,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,"Qualifier 2 (N), Indian Premier League at Abu Dhabi, Nov 8 2020",DC,SRH,DC,BAT FIRST,189/3,172/8,189/3,172/8,DC,Capitals won by 17 runs,2020-11-08T14:00Z,2020-11-10T23:59Z,59396,"Sheikh Zayed Stadium, Abu Dhabi",Shreyas Iyer,David Warner,Marcus Stoinis,None,FALSE,20,189,3,20,20,172,8,21,41,FALSE
2020,1237181,Delhi Capitals v Mumbai Indians,DC v MI,"Final (N), Indian Premier League at Dubai (DSC), Nov 10 2020",DC,MI,DC,BAT FIRST,156/7,157/5,156/7,157/5,MI,Mum Indians won by 5 wickets,2020-11-10T14:00Z,2020-11-12T23:59Z,392627,Dubai International Cricket Stadium,Shreyas Iyer,Rohit Sharma,Trent Boult,None,FALSE,20,156,7,19,18.4,157,5,21,40,TRUE
2019,1175356,Chennai Super Kings v Royal Challengers Bangalore,CSK v RCB,"1st Match (N), Indian Premier League at Chennai, Mar 23 2019",CSK,RCB,CSK,BOWL FIRST,70,71/3,71/3,70,CSK,Super Kings won by 7 wickets,2019-03-23T14:30Z,2019-03-25T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Virat Kohli,Harbhajan Singh,"Chennai Super Kings 2, Royal Challengers Bangalore 0",FALSE,17.4,71,3,7,17.1,70,10,4,11,TRUE
2019,1175357,Kolkata Knight Riders v Sunrisers Hyderabad,KKR v SRH,"2nd Match (D/N), Indian Premier League at Kolkata, Mar 24 2019",KKR,SRH,KKR,BOWL FIRST,181/3,183/4,183/4,181/3,KKR,KKR won by 6 wickets,2019-03-24T10:30Z,2019-03-26T23:59Z,57980,"Eden Gardens, Kolkata",Dinesh Karthik,Bhuvneshwar Kumar,Andre Russell,"Kolkata Knight Riders 2, Sunrisers Hyderabad 0",FALSE,19.4,183,4,26,20,181,3,21,47,TRUE
2019,1175358,Mumbai Indians v Delhi Capitals,MI v DC,"3rd Match (N), Indian Premier League at Mumbai, Mar 24 2019",MI,DC,MI,BOWL FIRST,213/6,176,176,213/6,DC,Capitals won by 37 runs,2019-03-24T14:30Z,2019-03-26T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Shreyas Iyer,Rishabh Pant,"Delhi Capitals 2, Mumbai Indians 0",FALSE,19.2,176,9,26,20,213,6,33,59,FALSE
2019,1175359,Rajasthan Royals v Kings XI Punjab,RR v KXIP,"4th Match (N), Indian Premier League at Jaipur, Mar 25 2019",RR,KXIP,RR,BOWL FIRST,184/4,170/9,170/9,184/4,KXIP,Kings XI won by 14 runs,2019-03-25T14:30Z,2019-03-27T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Ravichandran Ashwin,Chris Gayle,"Kings XI Punjab 2, Rajasthan Royals 0",FALSE,20,170,9,21,20,184,4,24,45,FALSE
2019,1175360,Delhi Capitals v Chennai Super Kings,DC v CSK,"5th Match (N), Indian Premier League at Delhi, Mar 26 2019",DC,CSK,DC,BAT FIRST,147/6,150/4,147/6,150/4,CSK,Super Kings won by 6 wickets,2019-03-26T14:30Z,2019-03-28T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,MS Dhoni,Shane Watson,"Chennai Super Kings 2, Delhi Capitals 0",FALSE,20,147,6,18,19.4,150,4,19,37,TRUE
2019,1175361,Kolkata Knight Riders v Kings XI Punjab,KKR v KXIP,"6th Match (N), Indian Premier League at Kolkata, Mar 27 2019",KKR,KXIP,KXIP,BOWL FIRST,218/4,190/4,218/4,190/4,KKR,KKR won by 28 runs,2019-03-27T14:30Z,2019-03-29T23:59Z,57980,"Eden Gardens, Kolkata",Dinesh Karthik,Ravichandran Ashwin,Andre Russell,"Kolkata Knight Riders 2, Kings XI Punjab 0",FALSE,20,218,4,31,20,190,4,26,57,FALSE
2019,1175362,Royal Challengers Bangalore v Mumbai Indians,RCB v MI,"7th Match (N), Indian Premier League at Bengaluru, Mar 28 2019",RCB,MI,RCB,BOWL FIRST,187/8,181/5,181/5,187/8,MI,Mum Indians won by 6 runs,2019-03-28T14:30Z,2019-03-30T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Rohit Sharma,Jasprit Bumrah,"Mumbai Indians 2, Royal Challengers Bangalore 0",FALSE,20,181,5,24,20,187,8,26,50,FALSE
2019,1175363,Sunrisers Hyderabad v Rajasthan Royals,SRH v RR,"8th Match (N), Indian Premier League at Hyderabad (Deccan), Mar 29 2019",SRH,RR,RR,BAT FIRST,198/2,201/5,201/5,198/2,SRH,Sunrisers won by 5 wickets,2019-03-29T14:30Z,2019-03-31T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Ajinkya Rahane,Rashid Khan,"Sunrisers Hyderabad 2, Rajasthan Royals 0",FALSE,19,201,5,27,20,198,2,25,52,TRUE
2019,1175364,Kings XI Punjab v Mumbai Indians,KXIP v MI,"9th Match (D/N), Indian Premier League at Mohali, Mar 30 2019",KXIP,MI,KXIP,BOWL FIRST,176/7,177/2,177/2,176/7,KXIP,Kings XI won by 8 wickets,2019-03-30T10:30Z,2019-04-01T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Rohit Sharma,Mayank Agarwal,"Kings XI Punjab 2, Mumbai Indians 0",FALSE,18.4,177,2,22,20,176,7,24,46,TRUE
2019,1175365,Delhi Capitals v Kolkata Knight Riders,DC v KKR,"10th Match (N), Indian Premier League at Delhi, Mar 30 2019",DC,KKR,DC,BOWL FIRST,185/8,185/6,185/6,185/8,DC,Match tied (Delhi Capitals won the one-over eliminator),2019-03-30T14:30Z,2019-04-01T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,Dinesh Karthik,Prithvi Shaw,"Delhi Capitals 2, Kolkata Knight Riders 0",TRUE,20,185,6,26,20,185,8,26,52,FALSE
2019,1175366,Sunrisers Hyderabad v Royal Challengers Bangalore,SRH v RCB,"11th Match (D/N), Indian Premier League at Hyderabad (Deccan), Mar 31 2019",SRH,RCB,RCB,BOWL FIRST,231/2,113,231/2,113,SRH,Sunrisers won by 118 runs,2019-03-31T10:30Z,2019-04-02T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bhuvneshwar Kumar,Virat Kohli,Jonny Bairstow,"Sunrisers Hyderabad 2, Royal Challengers Bangalore 0",FALSE,20,231,2,30,19.5,113,10,13,43,FALSE
2019,1175367,Chennai Super Kings v Rajasthan Royals,CSK v RR,"12th Match (N), Indian Premier League at Chennai, Mar 31 2019",CSK,RR,RR,BOWL FIRST,175/5,167/8,175/5,167/8,CSK,Super Kings won by 8 runs,2019-03-31T14:30Z,2019-04-02T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Ajinkya Rahane,MS Dhoni,"Chennai Super Kings 2, Rajasthan Royals 0",FALSE,20,175,5,22,20,167,8,18,40,FALSE
2019,1175368,Kings XI Punjab v Delhi Capitals,KXIP v DC,"13th Match (N), Indian Premier League at Mohali, Apr 1 2019",KXIP,DC,DC,BOWL FIRST,166/9,152,166/9,152,KXIP,Kings XI won by 14 runs,2019-04-01T14:30Z,2019-04-03T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Shreyas Iyer,Sam Curran,"Kings XI Punjab 2, Delhi Capitals 0",FALSE,20,166,9,22,19.2,152,10,20,42,FALSE
2019,1175369,Rajasthan Royals v Royal Challengers Bangalore,RR v RCB,"14th Match (N), Indian Premier League at Jaipur, Apr 2 2019",RR,RCB,RR,BOWL FIRST,158/4,164/3,164/3,158/4,RR,Royals won by 7 wickets,2019-04-02T14:30Z,2019-04-04T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Virat Kohli,Shreyas Gopal,"Rajasthan Royals 2, Royal Challengers Bangalore 0",FALSE,19.5,164,3,20,20,158,4,21,41,TRUE
2019,1175370,Mumbai Indians v Chennai Super Kings,MI v CSK,"15th Match (N), Indian Premier League at Mumbai, Apr 3 2019",MI,CSK,CSK,BOWL FIRST,170/5,133/8,170/5,133/8,MI,Mum Indians won by 37 runs,2019-04-03T14:30Z,2019-04-05T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,MS Dhoni,Hardik Pandya,"Mumbai Indians 2, Chennai Super Kings 0",FALSE,20,170,5,23,20,133,8,17,40,FALSE
2019,1175371,Delhi Capitals v Sunrisers Hyderabad,DC v SRH,"16th Match (N), Indian Premier League at Delhi, Apr 4 2019",DC,SRH,SRH,BOWL FIRST,129/8,131/5,129/8,131/5,SRH,Sunrisers won by 5 wickets,2019-04-04T14:30Z,2019-04-06T23:59Z,58040,"Arun Jaitley Stadium, Delhi",Shreyas Iyer,Bhuvneshwar Kumar,Jonny Bairstow,"Sunrisers Hyderabad 2, Delhi Capitals 0",FALSE,20,129,8,13,18.3,131,5,16,29,TRUE
2019,1175372,Royal Challengers Bangalore v Kolkata Knight Riders,RCB v KKR,"17th Match (N), Indian Premier League at Bengaluru, Apr 5 2019",RCB,KKR,KKR,BOWL FIRST,205/3,206/5,205/3,206/5,KKR,KKR won by 5 wickets,2019-04-05T14:30Z,2019-04-07T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Dinesh Karthik,Andre Russell,"Kolkata Knight Riders 2, Royal Challengers Bangalore 0",FALSE,20,205,3,27,19.1,206,5,27,54,TRUE
2019,1178393,Chennai Super Kings v Kings XI Punjab,CSK v KXIP,"18th Match (D/N), Indian Premier League at Chennai, Apr 6 2019",CSK,KXIP,CSK,BAT FIRST,160/3,138/5,160/3,138/5,CSK,Super Kings won by 22 runs,2019-04-06T10:30Z,2019-04-08T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Ravichandran Ashwin,Harbhajan Singh,"Chennai Super Kings 2, Kings XI Punjab 0",FALSE,20,160,3,18,20,138,5,12,30,FALSE
2019,1178394,Sunrisers Hyderabad v Mumbai Indians,SRH v MI,"19th Match (N), Indian Premier League at Hyderabad (Deccan), Apr 6 2019",SRH,MI,SRH,BOWL FIRST,136/7,96,96,136/7,MI,Mum Indians won by 40 runs,2019-04-06T14:30Z,2019-04-08T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Bhuvneshwar Kumar,Rohit Sharma,Alzarri Joseph,"Mumbai Indians 2, Sunrisers Hyderabad 0",FALSE,17.4,96,10,9,20,136,7,15,24,FALSE
2019,1178395,Royal Challengers Bangalore v Delhi Capitals,RCB v DC,"20th Match (D/N), Indian Premier League at Bengaluru, Apr 7 2019",RCB,DC,DC,BOWL FIRST,149/8,152/6,149/8,152/6,DC,Capitals won by 4 wickets,2019-04-07T10:30Z,2019-04-09T23:59Z,57897,"M.Chinnaswamy Stadium, Bengaluru",Virat Kohli,Shreyas Iyer,Kagiso Rabada,"Delhi Capitals 2, Royal Challengers Bangalore 0",FALSE,20,149,8,15,18.5,152,6,21,36,TRUE
2019,1178396,Rajasthan Royals v Kolkata Knight Riders,RR v KKR,"21st Match (N), Indian Premier League at Jaipur, Apr 7 2019",RR,KKR,KKR,BOWL FIRST,139/3,140/2,139/3,140/2,KKR,KKR won by 8 wickets,2019-04-07T14:30Z,2019-04-09T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,Dinesh Karthik,Harry Gurney,"Kolkata Knight Riders 2, Rajasthan Royals 0",FALSE,20,139,3,15,13.5,140,2,21,36,TRUE
2019,1178397,Kings XI Punjab v Sunrisers Hyderabad,KXIP v SRH,"22nd Match (N), Indian Premier League at Mohali, Apr 8 2019",KXIP,SRH,KXIP,BOWL FIRST,150/4,151/4,151/4,150/4,KXIP,Kings XI won by 6 wickets,2019-04-08T14:30Z,2019-04-10T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Bhuvneshwar Kumar,KL Rahul,"Kings XI Punjab 2, Sunrisers Hyderabad 0",FALSE,19.5,151,4,16,20,150,4,14,30,TRUE
2019,1178398,Chennai Super Kings v Kolkata Knight Riders,CSK v KKR,"23rd Match (N), Indian Premier League at Chennai, Apr 9 2019",CSK,KKR,CSK,BOWL FIRST,108/9,111/3,111/3,108/9,CSK,Super Kings won by 7 wickets,2019-04-09T14:30Z,2019-04-11T23:59Z,58008,"MA Chidambaram Stadium, Chepauk, Chennai",MS Dhoni,Dinesh Karthik,Deepak Chahar,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,17.2,111,3,11,20,108,9,14,25,TRUE
2019,1178399,Mumbai Indians v Kings XI Punjab,MI v KXIP,"24th Match (N), Indian Premier League at Mumbai, Apr 10 2019",MI,KXIP,MI,BOWL FIRST,197/4,198/7,198/7,197/4,MI,Mum Indians won by 3 wickets,2019-04-10T14:30Z,2019-04-12T23:59Z,58324,"Wankhede Stadium, Mumbai",Kieron Pollard,Ravichandran Ashwin,Kieron Pollard,"Mumbai Indians 2, Kings XI Punjab 0",FALSE,20,198,7,26,20,197,4,26,52,TRUE
2019,1178400,Rajasthan Royals v Chennai Super Kings,RR v CSK,"25th Match (N), Indian Premier League at Jaipur, Apr 11 2019",RR,CSK,CSK,BOWL FIRST,151/7,155/6,151/7,155/6,CSK,Super Kings won by 4 wickets,2019-04-11T14:30Z,2019-04-13T23:59Z,58162,"Sawai Mansingh Stadium, Jaipur",Ajinkya Rahane,MS Dhoni,MS Dhoni,"Chennai Super Kings 2, Rajasthan Royals 0",FALSE,20,151,7,18,20,155,6,13,31,TRUE
2019,1178401,Kolkata Knight Riders v Delhi Capitals,KKR v DC,"26th Match (N), Indian Premier League at Kolkata, Apr 12 2019",KKR,DC,DC,BOWL FIRST,178/7,180/3,178/7,180/3,DC,Capitals won by 7 wickets,2019-04-12T14:30Z,2019-04-14T23:59Z,57980,"Eden Gardens, Kolkata",Dinesh Karthik,Shreyas Iyer,Shikhar Dhawan,"Delhi Capitals 2, Kolkata Knight Riders 0",FALSE,20,178,7,24,18.5,180,3,24,48,TRUE
2019,1178402,Mumbai Indians v Rajasthan Royals,MI v RR,"27th Match (D/N), Indian Premier League at Mumbai, Apr 13 2019",MI,RR,RR,BOWL FIRST,187/5,188/6,187/5,188/6,RR,Royals won by 4 wickets,2019-04-13T10:30Z,2019-04-15T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Ajinkya Rahane,Jos Buttler,"Rajasthan Royals 2, Mumbai Indians 0",FALSE,20,187,5,23,19.3,188,6,28,51,TRUE
2019,1178403,Kings XI Punjab v Royal Challengers Bangalore,KXIP v RCB,"28th Match (N), Indian Premier League at Mohali, Apr 13 2019",KXIP,RCB,RCB,BOWL FIRST,173/4,174/2,173/4,174/2,RCB,RCB won by 8 wickets,2019-04-13T14:30Z,2019-04-15T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Virat Kohli,AB de Villiers,"Royal Challengers Bangalore 2, Kings XI Punjab 0",FALSE,20,173,4,23,19.2,174,2,23,46,TRUE
2019,1178404,Kolkata Knight Riders v Chennai Super Kings,KKR v CSK,"29th Match (D/N), Indian Premier League at Kolkata, Apr 14 2019",KKR,CSK,CSK,BOWL FIRST,161/8,162/5,161/8,162/5,CSK,Super Kings won by 5 wickets,2019-04-14T10:30Z,2019-04-16T23:59Z,57980,"Eden Gardens, Kolkata",Dinesh Karthik,MS Dhoni,Imran Tahir,"Chennai Super Kings 2, Kolkata Knight Riders 0",FALSE,20,161,8,20,19.4,162,5,24,44,TRUE
2019,1178405,Sunrisers Hyderabad v Delhi Capitals,SRH v DC,"30th Match (N), Indian Premier League at Hyderabad (Deccan), Apr 14 2019",SRH,DC,SRH,BOWL FIRST,155/7,116,116,155/7,DC,Capitals won by 39 runs,2019-04-14T14:30Z,2019-04-16T23:59Z,58142,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Kane Williamson,Shreyas Iyer,Keemo Paul,"Delhi Capitals 2, Sunrisers Hyderabad 0",FALSE,18.5,116,10,10,20,155,7,18,28,FALSE
2019,1178406,Mumbai Indians v Royal Challengers Bangalore,MI v RCB,"31st Match (N), Indian Premier League at Mumbai, Apr 15 2019",MI,RCB,MI,BOWL FIRST,171/7,172/5,172/5,171/7,MI,Mum Indians won by 5 wickets,2019-04-15T14:30Z,2019-04-17T23:59Z,58324,"Wankhede Stadium, Mumbai",Rohit Sharma,Virat Kohli,Lasith Malinga,"Mumbai Indians 2, Royal Challengers Bangalore 0",FALSE,19,172,5,25,20,171,7,22,47,TRUE
2019,1178407,Kings XI Punjab v Rajasthan Royals,KXIP v RR,"32nd Match (N), Indian Premier League at Mohali, Apr 16 2019",KXIP,RR,RR,BOWL FIRST,182/6,170/7,182/6,170/7,KXIP,Kings XI won by 12 runs,2019-04-16T14:30Z,2019-04-18T23:59Z,57991,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Ravichandran Ashwin,Ajinkya Rahane,Ravichandran Ashwin,"Kings XI Punjab 2, Rajasthan Royals 0",FALSE,20,182,6,20,20,170,7,15,35,FALSE
